city,name,latitude,longitude,stars,state,address,wifi,restaurantsdelivery,restaurantsgoodforgroups,restaurantspricerange,businessparking,business_id,postal_code,review_count
Gulfport,Caddy's Gulfport,27.7380318,-82.7076089,2.5,FL,3128 Beach Blvd S,u'free',True,True,2,"{'garage': False, 'street': None, 'validated': False, 'lot': False, 'valet': False}",UiKgEJf_1Y-h5-2EYjaQ-g,33707,73
Metairie,Phil's Grill,30.006075,-90.159475,4,LA,3020 Severn Ave,u'no',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",ej2kU6KU2TEL7uY_EB_zVQ,70002,197
Nashville,The Centennial,36.1626984,-86.8501298,4.5,TN,5115 Centennial Blvd,u'free',False,True,1,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",n_8tTXnYJpA_VcM7hnmyCQ,37209,68
Trenton,South Rio,40.2188077,-74.7657546,3,NJ,120 S Warren St,u'free',False,True,2,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",c6qTaf6hx_4SjgLNU4oh-g,08608,8
Spring Hill,Perkins Restaurant & Bakery,28.4966942,-82.5952629,3.5,FL,4685 Commercial Way,'no',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",1VHsBGgnioHuFYINzeplPA,34606,26
Santa Barbara,Snack Shack,34.4195599102,-119.699531239,3.5,CA,801 State St,NA,NA,True,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",zVxDd79gdZcfz-O14QBCrA,93101,12
Tampa,The Ranch House Grill,27.8928419,-82.5204017,3.5,FL,4426 W Gandy Blvd,'no',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",AccXb_D8EbTuOlSK5MBtew,33611,111
Saint Louis,Hilltop Inn,38.5656729,-90.277106,4,MO,6902 Morganford Rd,'no',False,True,1,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",8TNgM_8y9r1lO-0TcfePRg,63116,9
Santa Barbara,The Roundhouse,34.4171879238,-119.6766893918,2.5,CA,633 E Cabrillo Blvd,NA,False,True,2,NA,e63pcbZaXxSY_YyhBol-bw,93103,22
Wilmington,Catch 202,39.8188660597,-75.5475178733,3,DE,4723 Concord Pike,u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",953cL2plLpQtabKer3r9aQ,19803,59
Prospect Park,Pogue Mahone's Pub,39.8808842,-75.3086586,4,PA,910 Chester Pike,u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",SlqVPmbftRHHTC1e8mER0g,19076,15
Clearwater,IHOP,27.98168,-82.73034,3,FL,22996 US Hwy 19,u'free',False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",C7zn8tYcVLhaGLtXbuyQLA,33765,41
Harvey,Big Poppa Burgers Chicken & Waffles,29.906895,-90.0863509,2.5,LA,3300 Fourth St,u'free',NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",ehhMLQV1BfLjemSTGtnWhw,70058,8
Maplewood,Applebee's Grill + Bar,38.6207,-90.3341,2.5,MO,2301 Maplewood Commons Dr,'no',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",bm5bUN_YFUuudlqhr2rG4g,63143,41
St. Louis,The Midwestern,38.6230758,-90.1961168,4,MO,900 Spruce St,u'free',True,True,2,"{'garage': None, 'street': None, 'validated': False, 'lot': None, 'valet': False}",3qiHeiMr-6D1Yp-DbOeJhA,63102,108
New Orleans,91 Area Restaurant,29.96109,-90.058361,4.5,LA,91 French Market Pl,u'free',None,True,NA,"{'garage': None, 'street': None, 'validated': None, 'lot': False, 'valet': False}",tJeIs6nUl2590FrgqntBBA,70116,19
St. Petersburg,Bacon Bitch,27.77085,-82.65062,4,FL,1120 Central Ave,u'free',True,True,2,"{u'valet': False, u'garage': None, u'street': True, u'lot': None, u'validated': None}",JPvu_C1q6XTE3Ej1f0PBCg,33705,200
St. Louis,Steak ’n Shake,38.6272267073,-90.2878138,2,MO,1253 Hampton Ave,u'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",FmeoZuSHiV0eFrd5mF9DcQ,63139,163
Tampa,Green Gators Bar & Grill,28.0308319899,-82.540716799,1.5,FL,9202 Anderson Rd,'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",XXudD3qGScBtsvia1DleLA,33634,27
Tampa,Mr. Dunderbak's,28.083089,-82.411907,4.5,FL,14929 Bruce B Downs Blvd,u'free',None,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",cd-rz-piYMftZtbFU82x8g,33613,825
Philadelphia,Rotten Ralph's Pub & Eatery,39.9484876,-75.1442086,3,PA,201 Chestnut St,u'free',True,NA,NA,"{u'valet': False, u'garage': False, u'street': True, u'lot': False, u'validated': False}",UMpnAG62H99at_y-J1T1tg,19106,23
Tampa,Waffle House,27.9669244,-82.4920375,4,FL,3009 W Columbus Dr,'no',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",_I5upW_pN1Xjs9xs_1jMEg,33607,26
Dunedin,Starlite Cafe,28.0197896,-82.7701461,4.5,FL,1336 Main St,u'free',False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",5ZWg9DxQlAOxaOL5KS7rvQ,34698,10
Indianapolis,Bistro 33 & Lakeside Solarium,39.9176648,-86.1039985,4,IN,3645 River Crossing Pkwy,'free',False,True,2,"{u'valet': False, u'garage': None, u'street': None, u'lot': True, u'validated': None}",K7c9AqD1y1cZsi5R4j58tg,46240,8
Valley Park,Hardee's,38.566783453,-90.4962674,2,MO,850 Meramec Station Rd,u'no',True,False,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",2g77SuzGRPVuxxEgs1eF8g,63088,14
Upper Darby,Pica's Restaurant of Upper Darby,39.9652977,-75.2752038,4,PA,7803 West Chester Pike,'no',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",SsdCrUeZlHqqGOWTfZ95Cw,19082,264
University City,Cheese-ology Macaroni & Cheese,38.6559958,-90.305574,3.5,MO,6602 Delmar Blvd,u'no',True,False,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",rKGZ52AboX7F9tdrugm4Cw,63130,149
West Berlin,Ott's Greentop,39.8189085263,-74.929660586,3,NJ,588 NJ-73,u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",xz81pPXEuon4-7yRg2ptDQ,08091,64
Norristown,Main Street Cafe,40.1132842,-75.3406734,4,PA,215 E Main St,NA,NA,NA,NA,NA,_y1R6TNotvVid2VzvIXHiQ,19401,11
St. Louis,Cafe Balaban's,38.6487828,-90.260694,3.5,MO,412 N Euclid Ave,u'no',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",uBfQrP5U7XSxQX5XzM0oSw,63108,87
Media,Stephen's On State,39.9183534,-75.3912926,2.5,PA,105 W State St,u'no',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",WzAxy5vdpQzahHIN4OMQnQ,19063,197
Wilmington,Legends,39.696101,-75.671552,3,DE,777 Delaware Park Blvd,'no',False,True,3,None,PMv1-zywWOnHcmvcnB30HQ,19804,19
Perkasie,Country Place,40.4084509978,-75.2609605966,4,PA,1007 Rt 313,u'no',False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",yiaCtwtl9xrsQtVwB96krQ,18944,109
New Orleans,Cavan,29.9222731,-90.0919262,4,LA,3607 Magazine St,u'free',None,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",Tf_Oj8uWRvXmqkEmntzTdA,70115,357
Tucson,Grumpy's Grill,32.338717,-111.0317664,4,AZ,2960 W Ina Rd,'no',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': None, 'valet': False}",3Zj9V-Tdg461Qfl2ZPa4Dg,85741,246
Metairie,Atomic Burger,30.0038889871,-90.1738501131,4,LA,3934 Veterans Blvd,u'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",BWK7MAUayTZlQ_3PJeaudg,70006,333
Port Richey,Pam's Country Restaurant,28.2792627,-82.7054715,4.5,FL,6602 Ridge Rd,'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",F9gyc-k7IPwJ_qkOcwJyIw,34668,62
King of Prussia,Seasons 52,40.085769294,-75.3943003848,4,PA,"160 N Gulph Rd, Ste 101",u'free',None,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",qxRTFagnexBZgDe055CjkQ,19406,769
Nashville,4 Corners Bar & Grill,36.051982,-86.56529,2.5,TN,4027 Lavergne Couchville Pike,NA,True,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",51V09dHr3OBE_Bvbc_5ioQ,37013,6
Sherwood Park,Swiss Chalet,53.5416257928,-113.2993274712,2.5,AB,"390 Baseline Road, Unit 150",'no',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",_ecPkshwavwuCZt9RgkDwQ,T8H 1X1,7
Riverview,Panda Express,27.8943025,-82.3318546,3,FL,10250 Bloomingdale Avenue,'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",GTVfnPsrtcLjCS3DxC1_qQ,33578,55
Jefferson,Buffalo Wild Wings,29.958019,-90.18237,2,LA,909 Clearview Pkwy,'free',True,True,2,"{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}",UIPWKuoa1rPap2NbYzJFLw,70121,131
Tampa,BubbaQue's,28.064665,-82.502782,3.5,FL,12913 N Dale Mabry Hwy,'no',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",zy-BlEF0mkvAwOk3ru1WLA,33618,22
Tampa,Patio 6,28.0432142,-82.5931909,3.5,FL,9648 W Linebaugh Ave,u'free',False,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",ZWMu7ZZfVPypa-CCgKDKWA,33626,49
Arnold,54th Street Grill & Bar,38.440313,-90.376908,3,MO,2236 Michigan Ave,u'no',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",QSaaJmlg4FiciNalny9LbA,63010,61
Smyrna,Waffle House,35.9743515,-86.4928831,1.5,TN,794 Nissan Dr,u'no',False,False,1,NA,Wax_WOEJw3OhZ0DO7Me4OA,37167,11
Saint Petersburg,PDQ St. Petersburg,27.813624,-82.6391229,4,FL,4526 4th St N,u'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",bBKR4pH312WAum3IZ32d4Q,33703,151
Wilmington,Washington Street Ale House,39.74911468,-75.55026861,3.5,DE,1206 Washington St,u'free',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",5L918sNOVHcCJKZ7RWATBw,19801,238
Clearwater,Village Inn Restaurant,27.9599762,-82.7331548,3,FL,2525 Gulf-To-Bay Blvd,u'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",QNci5FL13duF0a-nf9sGWQ,34619,81
Belleville,IHOP,38.5166183,-89.95722,2.5,IL,601 Carlyle Ave,'no',False,True,1,NA,ZHyJeUegajPdETnQlrtP6Q,62221,15
Old Hickory,Black Pearl Restaurant,36.2510202,-86.6419235,2.5,TN,2001 Riverside Rd,u'no',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",7IejWLt82BQdEwVJWZDlyQ,37138,30
Saint Louis,TGI Fridays,38.6266118,-90.1904955,2,MO,529 Chestnut St,u'no',None,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",qXcRu-FIVzlbkyrg1HVAPg,63101,139
Philadelphia,Snap Kitchen,39.9426857,-75.158501,4.5,PA,601 S 10th St,NA,True,False,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",Hy-gZGsEpgZhIaARnaBKdQ,19147,22
Saint Louis,Robie's,38.6300076,-90.1921261,3.5,MO,421 N 8th St,'free',False,True,2,"{u'valet': False, u'garage': True, u'street': None, u'lot': False, u'validated': None}",xnLNmJvOwbdef6T1EEClGw,63101,31
New Orleans,Swizzle Stick Bar,29.9479951,-90.0661447,4,LA,300 Poydras St,'free',False,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",XhGLpXHdnA481n0aHDdkpQ,70130,145
Carmel,Mimi Blue Meatballs,39.971494,-86.1514081,4.5,IN,12505 Old Meridian St,u'free',None,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",v5hCB55uWA97qj_Ww8DHqw,46032,286
Tucson,Voyager Bar And Grill,32.0919050596,-110.8370146528,3.5,AZ,8701 S Kolb Rd,NA,NA,True,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",UhICqvwGPmfF3gnv8gdk6g,85756,18
Fenton,Lion's Choice,38.50719,-90.442431,2.5,MO,698 Gravois Bluffs Dr,u'free',True,False,1,NA,VflFxooRGYRkjk-hYJKVhw,63026,10
Wilmington,Ernest & Scott Taproom,39.7448957,-75.547996,3.5,DE,902 N Market St,u'free',True,True,2,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",YxRqBrepifOBU7KO4b4BDg,19801,119
Tucson,Mimi's Cafe,32.2200167,-110.8584119,2.5,AZ,120 S Wilmot Rd,u'no',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",1zKE9mjLqM1c7G6lxByrMA,85711,107
Boise,Pita Pit,43.6003328,-116.1937989,3,ID,1007 Broadway Ave,'no',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",4Jl_5Zb0dUE8Jw2dSKZlRg,83706,27
Indianapolis,Mug n Bun,39.7796488,-86.2487329,3.5,IN,5211 W 10th St,u'no',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",q-lBD46MyZEBL-ZBlyhdjQ,46224,305
Saint Pete Beach,Siri's Island Cafe,27.7436110366,-82.7483880892,4.5,FL,250 75th Ave,u'free',True,True,1,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",86g-dVJ-KVkRmk4ACdhtoQ,33706,27
Saint Petersburg,Corned Beef Corner,27.80898,-82.7546252,3.5,FL,4040 Park St N,u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",vsU6uRvqqf-Mls3GrDm1og,33709,55
Ridley Park,Casey's Ridley Park,39.880266,-75.3111073,3,PA,601 E Chester Pike,u'free',None,True,2,"{u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': False}",zbYmalSB_TiWWh44MholZA,19078,65
O'Fallon,Steak ’n Shake,38.5918129424,-89.9393887818,2,IL,109 Regency Park,u'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",-imlMPrEJ8cc99qjEclKVA,62269,72
Nashville,California Pizza Kitchen at Hill Center,36.102771,-86.817022,3,TN,"4031 Hillsboro Pike Ste 901, Hill Center",u'free',False,True,2,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",MfIBwI-7nXfmyQNFYFeeWg,37215,116
St. Pete Beach,Philthy Phil's Waterfront,27.740831,-82.753814,3,FL,678 75th Ave,NA,NA,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",aeuap-SsKd6UqgUG31hHMg,33706,5
Philadelphia,Dave & Buster's,40.0917381094,-74.9609848045,2,PA,1995 Franklin Mills Cir,'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",GROg6x3Lf-Tp3TgiTtYsoA,19154,185
Reno,Sunrise Café,39.3915657,-119.7682272,4,NV,"18603 Wedge Pkwy, Ste A",u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",Cm8kELxjGucOpNkzMq7UHg,89511,240
Indianapolis,Chili's,39.9085729,-86.0987986,3.5,IN,3960 E 82nd St,'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",uApEAezVlWuSEgBul966JA,46240,55
Wood River,IHOP,38.86352,-90.07798,2.5,IL,1201 Edwardsville Rd,NA,False,True,1,NA,HKijmE7RgJWvO8FSEnbeJg,62095,10
Waterloo,Applebee's Grill + Bar,38.3585,-90.1545,2.5,IL,923 N Illinois Rt 3,NA,False,True,NA,NA,-fSp2tpieaiHOtBt7SXP9Q,62298,16
St Pete Beach,SeaFire Grill,27.744899,-82.7521362305,4,FL,7800 Blind Pass Rd,NA,False,True,2,NA,gV4rBp_qcEgrcd7cpZF2jw,33706,8
Reno,Our Bar,39.52517,-119.8162623,4,NV,211 West 1st St,u'free',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",fcT7GsBZCm8HSibz6hRKhQ,89501,425
Edmonton,Ricky's All Day Grill,53.5909282,-113.4924273,2.5,AB,15987 97 St,u'no',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",Zz0WU6PjSsqrsjCOkpA6EA,T5X 0C7,21
Camby,Bob Evans,39.6420955852,-86.3337769313,2,IN,8350 Windfall Ln,u'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",fT0zsA9jwDpzZ0zhdfacyg,46113,22
Tampa,Boneyard,27.9600821,-82.438332,3.5,FL,1823 E 7th Ave,u'free',False,True,1,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",Ve97h3uXRrm3jAhJmIyTag,33605,72
Indianapolis,Open Kitchen Restaurant,39.7815773,-86.091457,4.5,IN,4604 East 10th St,u'free',True,NA,NA,NA,iBLe9Dvx7qcI0AqEzC6NTA,46201,7
Land O' Lakes,Breakfast Station,28.191278,-82.460075,3.5,FL,21519 Village Lakes Shopping Center Dr,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",F45HOAgaOIfD4xWxafQbJw,34639,40
Collinsville,The Red Bar,38.6907476,-89.9750838,3,IL,416 Belt Line Rd,'no',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",7bClKJn31XzbvrCfaY5ryw,62234,33
Philadelphia,Saladworks,39.9527848,-75.169911,2.5,PA,1760 Market St,u'free',True,False,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NaRqFZ_l3LCHnX9j2TND-Q,19103,22
Brentwood,LongHorn Steakhouse,36.0416469439,-86.7779662487,3.5,TN,774 Old Hickory Blvd,'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",9gEpzuXI-brQftkdPtfd1Q,37027,113
Hatfield,Sahara Hookah Lounge,40.2870023,-75.2662321,3.5,PA,"1250 Bethlehem Pike, Unit W",'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",EDlpWOTj-lCTuPLwhOsxdg,19440,19
Bordentown,Farnsworth House,40.1477011,-74.7127148,3.5,NJ,135 Farnsworth Ave,u'free',False,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",aEehD1UdtgSduOwR7sLpIQ,08505,66
Jefferson,Piccadilly Cafeteria,29.9634352,-90.1538974,3,LA,2609 Jefferson Hwy,NA,False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",YN3Od6UktX_WJ-TCXoYfvw,70121,12
Tucson,Famous Sam's,32.1921668,-110.839567,3.5,AZ,7129 E Golf Links Rd,u'free',None,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",QbRp4rVek6nOueiu4yjmdw,85730,45
Indianapolis,Applebee's Grill + Bar,39.912719,-86.185215,2,IN,"1436 West 86th St, North Willow Commons, North Willow Commons",'no',True,True,2,"{u'valet': False, u'garage': False, u'street': None, u'lot': None, u'validated': False}",ViWlWxiCPd9DoxOKOtL-yQ,46260,52
Oldsmar,The Brass Tap,28.037673,-82.658127,3,FL,"4011 Tampa Rd, Ste 8",'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",MNRGrA2vNcM6dTMAp0gi8Q,34677,57
Clearwater,Shell Shack - Clearwater,28.0163775499,-82.7347534085,3.5,FL,"27001 US Hwy 19 N, Ste 1140",NA,NA,NA,NA,NA,WedN6XRzAZiVJe3gyv0tRg,33761,35
St. Louis,Lion's Choice,38.5904184,-90.3054096,4,MO,6630 Chippewa St,NA,True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",Ac0W0fBY0WRQ8LqdCRXUAQ,63109,40
Reno,Mellow Fellow,39.5272895,-119.8088759,4,NV,300 E 2nd St,'free',None,True,2,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",JIf1gHuAp_abYX7i1b2Y-w,89501,285
St. Petersburg,Local Pizza,27.8278588302,-82.6593364,4,FL,1846 62nd Ave N,u'free',True,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",p0UDrPf-H-XNNnGif7l3Ng,33702,41
Tampa,SoFresh,28.0556385,-82.4274875,4.5,FL,2774-A East Fowler Ave,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",q2o9Byux2frVX9EtuP7qmw,33612,304
Nashville,TGI  Fridays,36.2028165896,-86.6931005473,2.5,TN,449 Opry Mills Dr,'free',True,True,2,"{u'valet': False, u'garage': False, u'street': None, u'lot': None, u'validated': False}",RqBsawBnbfChhSp57C3Bqw,37214,105
Woodbury,Colonial Cafe,39.8551543,-75.1408154,4.5,NJ,1 Colonial Ave & Rt 45,'no',False,True,1,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",FcKqZpor9OjdTfoWkaGXuA,08096,27
Clearwater,Grillsmith - Countryside,28.0144230995,-82.7338134329,4,FL,"2539 Countryside Blvd, Ste 6",u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",N18rU96Qr_XQtSqfQynZMg,33761,293
Medford,The Patti Wagon Cafe,39.9352467005,-74.8081338505,3.5,NJ,60 Fostertown Rd,NA,False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",YMpbN0co55AtD4wGLkpUbg,08005,7
St Charles,Bike Stop Cafe,38.776222,-90.483462,4,MO,701 S Riverside Dr,u'free',True,True,1,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",jJL3HcGjgtcUdLub93ZxNA,63301,199
St. Louis,Lemmons,38.5771354,-90.2743562,4.5,MO,5800 Gravois Ave,u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",vgTA3vYLwZM2OnzJHjNdug,63116,117
Clearwater,Denny's,28.0129157607,-82.734104991,3,FL,26489 US Hwy 19 No,'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",4liS7coQcpnBBGpGpL-bWQ,33761,15
